Store,Dept,Date,Weekly_Sales,predicted_sales,prediction_error,absolute_error
1,2,2012-08-10,46729.91,47251.119818180676,-521.2098181806723,521.2098181806723
1,2,2012-08-17,46350.97,47134.42542600379,-783.4554260037912,783.4554260037912
1,2,2012-08-24,44972.52,47162.41155909097,-2189.8915590909746,2189.8915590909746
1,2,2012-08-31,50995.5,46631.88514296464,4363.614857035362,4363.614857035362
1,2,2012-09-07,47344.5,49257.05591412253,-1912.5559141225312,1912.5559141225312
1,2,2012-09-14,44493.61,47316.47573043716,-2822.865730437159,2822.865730437159
1,2,2012-09-21,43541.07,46008.49593766232,-2467.425937662323,2467.425937662323
1,2,2012-09-28,45784.76,45466.448434140744,318.3115658592578,318.3115658592578
1,2,2012-10-05,48577.08,46626.58720907511,1950.4927909248945,1950.4927909248945
1,2,2012-10-12,42112.67,46666.97363531381,-4554.303635313809,4554.303635313809
1,2,2012-10-19,42354.72,43519.73001623822,-1165.0100162382223,1165.0100162382223
1,2,2012-10-26,43134.88,44224.72914966843,-1089.8491496684292,1089.8491496684292
1,3,2012-06-01,7175.77,8798.634937883387,-1622.864937883387,1622.864937883387
1,3,2012-06-08,8614.64,7608.5383175417,1006.1016824582994,1006.1016824582994
1,3,2012-06-15,8016.26,8769.721286363925,-753.461286363925,753.461286363925
1,3,2012-06-22,7301.41,8416.391945309453,-1114.9819453094533,1114.9819453094533
1,3,2012-06-29,7577.59,7756.096442153783,-178.5064421537827,178.5064421537827
1,3,2012-07-06,8473.71,7995.8390133693765,477.8709866306226,477.8709866306226
1,3,2012-07-13,13126.15,8439.15647612975,4686.993523870249,4686.993523870249
1,3,2012-07-20,20126.95,12632.322752753651,7494.62724724635,7494.62724724635
1,3,2012-07-27,22716.7,20195.694140942196,2521.0058590578046,2521.0058590578046
1,3,2012-08-03,30331.69,22460.388555202047,7871.301444797951,7871.301444797951
1,3,2012-08-10,28257.3,28941.55231653234,-684.25231653234,684.25231653234
1,3,2012-08-17,31905.97,28069.107139379925,3836.8628606200764,3836.8628606200764
1,3,2012-08-24,43712.78,30679.991825904966,13032.788174095032,13032.788174095032
1,3,2012-08-31,50701.3,39173.565400186366,11527.734599813637,11527.734599813637
1,3,2012-09-07,18368.51,57998.42086597221,-39629.91086597221,39629.91086597221
1,3,2012-09-14,14288.22,15843.868005959492,-1555.6480059594924,1555.6480059594924
1,3,2012-09-21,13403.63,15223.295051518451,-1819.665051518452,1819.665051518452
1,3,2012-09-28,13085.95,13859.960606443638,-774.0106064436368,774.0106064436368
1,3,2012-10-05,11676.98,13870.915564222661,-2193.935564222662,2193.935564222662
1,3,2012-10-12,10487.17,12364.379313804271,-1877.209313804271,1877.209313804271
1,3,2012-10-19,8548.87,11131.520998147964,-2582.650998147963,2582.650998147963
1,3,2012-10-26,9350.9,9178.559925659658,172.34007434034174,172.34007434034174
1,4,2012-06-01,41566.55,38150.2970120376,3416.2529879624053,3416.2529879624053
1,4,2012-06-08,41124.27,38921.22556350076,2203.0444364992363,2203.0444364992363
1,4,2012-06-15,39019.74,39108.64072565723,-88.90072565722949,88.90072565722949
1,4,2012-06-22,37400.31,39739.75835157632,-2339.4483515763204,2339.4483515763204
1,4,2012-06-29,39758.77,39456.38510590519,302.38489409480826,302.38489409480826
1,4,2012-07-06,44936.96,39480.316677746945,5456.643322253054,5456.643322253054
1,4,2012-07-13,38073.91,42964.90360707564,-4890.993607075638,4890.993607075638
1,4,2012-07-20,38080.05,39436.43357164113,-1356.3835716411268,1356.3835716411268
1,4,2012-07-27,35197.59,40224.449701047655,-5026.859701047659,5026.859701047659
1,4,2012-08-03,41305.39,37307.43777429118,3997.9522257088174,3997.9522257088174
1,4,2012-08-10,40343.83,39150.68349925762,1193.146500742383,1193.146500742383
1,4,2012-08-17,38105.9,39163.993541186166,-1058.0935411861647,1058.0935411861647
1,4,2012-08-24,36674.67,38099.08781503268,-1424.4178150326843,1424.4178150326843
1,4,2012-08-31,37802.97,38353.84973107451,-550.8797310745067,550.8797310745067
1,4,2012-09-07,39549.27,38910.29844942621,638.971550573784,638.971550573784
1,4,2012-09-14,35044.06,39115.4218739204,-4071.361873920403,4071.361873920403
1,4,2012-09-21,34507.34,36371.31947400488,-1863.979474004882,1863.979474004882
1,4,2012-09-28,34647.33,36378.65906793283,-1731.3290679328275,1731.3290679328275
1,4,2012-10-05,39311.93,36342.3262473553,2969.6037526447035,2969.6037526447035
1,4,2012-10-12,35446.18,38376.840267251675,-2930.6602672516747,2930.6602672516747
1,4,2012-10-19,35549.19,35977.19202681924,-428.0020268192384,428.0020268192384
1,4,2012-10-26,36292.6,36066.63169671303,225.96830328696524,225.96830328696524
1,5,2012-06-01,17233.25,18736.108234081035,-1502.8582340810353,1502.8582340810353
1,5,2012-06-08,24752.99,18013.7656300926,6739.224369907402,6739.224369907402
1,5,2012-06-15,21376.63,23981.63072956565,-2605.0007295656505,2605.0007295656505
1,5,2012-06-22,24337.24,20767.545363577156,3569.694636422846,3569.694636422846
1,5,2012-06-29,20233.9,23420.867608931727,-3186.9676089317254,3186.9676089317254
1,5,2012-07-06,19684.48,21331.40032355743,-1646.9203235574314,1646.9203235574314
1,5,2012-07-13,18089.61,20621.0446992386,-2531.434699238598,2531.434699238598
1,5,2012-07-20,17896.46,18966.32312160332,-1069.863121603321,1069.863121603321
1,5,2012-07-27,14105.4,18669.406284516073,-4564.006284516074,4564.006284516074
1,5,2012-08-03,17615.28,14666.703160371197,2948.576839628802,2948.576839628802
1,5,2012-08-10,18232.46,17973.641772441963,258.8182275580366,258.8182275580366
1,5,2012-08-17,15440.65,18204.532123429268,-2763.882123429268,2763.882123429268
1,5,2012-08-24,22446.23,15975.555476834648,6470.674523165351,6470.674523165351
1,5,2012-08-31,18615.76,21203.6600273705,-2587.9000273705024,2587.9000273705024
1,5,2012-09-07,18236.15,18857.660813057606,-621.5108130576045,621.5108130576045
1,5,2012-09-14,19369.52,18574.553358520625,794.9666414793755,794.9666414793755
1,5,2012-09-21,25798.78,19522.06373800999,6276.716261990008,6276.716261990008
1,5,2012-09-28,22560.39,24294.807222522082,-1734.4172225220827,1734.4172225220827
1,5,2012-10-05,25508.81,22139.176293006512,3369.633706993489,3369.633706993489
1,5,2012-10-12,20920.03,24507.323458968047,-3587.293458968048,3587.293458968048
1,5,2012-10-19,20413.83,21685.72567493216,-1271.8956749321587,1271.8956749321587
1,5,2012-10-26,25846.94,21531.964411067827,4314.975588932171,4314.975588932171
1,6,2012-06-01,3249.75,4914.26382669851,-1664.5138266985095,1664.5138266985095
1,6,2012-06-08,4888.46,3500.998823808629,1387.4611761913711,1387.4611761913711
1,6,2012-06-15,4087.58,4815.640720265163,-728.0607202651627,728.0607202651627
1,6,2012-06-22,4870.31,4312.159696059797,558.1503039402032,558.1503039402032
1,6,2012-06-29,4774.5,4690.817309942149,83.68269005785078,83.68269005785078
1,6,2012-07-06,2828.03,4676.040512885584,-1848.0105128855835,1848.0105128855835
1,6,2012-07-13,2776.97,3366.724690993218,-589.754690993218,589.754690993218
1,6,2012-07-20,3496.53,3273.1474746453137,223.38252535468655,223.38252535468655
1,6,2012-07-27,2545.65,3758.0576372997452,-1212.4076372997451,1212.4076372997451
1,6,2012-08-03,3412.58,3016.095754126098,396.4842458739017,396.4842458739017
1,6,2012-08-10,-139.65,3603.0761732081965,-3742.7261732081965,3742.7261732081965
1,6,2012-08-17,2725.3,2415.7492074506677,309.5507925493325,309.5507925493325
1,6,2012-08-24,2626.5,2945.8718635968385,-319.37186359683847,319.37186359683847
1,6,2012-08-31,2987.07,2497.7945442630494,489.2754557369508,489.2754557369508
1,6,2012-09-07,2576.64,2935.445015164089,-358.8050151640891,358.8050151640891
1,6,2012-09-14,3073.31,2635.6054701941985,437.7045298058015,437.7045298058015
1,6,2012-09-21,4159.51,2935.9029198235394,1223.6070801764608,1223.6070801764608
1,6,2012-09-28,3168.68,4024.9976966522454,-856.3176966522456,856.3176966522456
1,6,2012-10-05,3843.29,3152.568051642375,690.721948357625,690.721948357625
1,6,2012-10-12,3788.59,3669.819151583848,118.77084841615215,118.77084841615215
1,6,2012-10-19,3496.69,3689.152157059783,-192.46215705978284,192.46215705978284
1,6,2012-10-26,4032.5,3594.2970304352198,438.20296956478023,438.20296956478023
1,7,2012-06-01,31568.92,28130.704438782257,3438.215561217741,3438.215561217741
1,7,2012-06-08,30052.56,29093.52077057362,959.0392294263802,959.0392294263802
1,7,2012-06-15,26249.22,29062.588908247184,-2813.368908247183,2813.368908247183
1,7,2012-06-22,24777.12,26544.63040194416,-1767.5104019441605,1767.5104019441605
1,7,2012-06-29,24077.39,25989.094477270304,-1911.7044772703048,1911.7044772703048
1,7,2012-07-06,27364.96,25288.481332946605,2076.478667053394,2076.478667053394
1,7,2012-07-13,18427.17,27409.387913918596,-8982.217913918597,8982.217913918597
1,7,2012-07-20,16528.1,18769.977886085297,-2241.877886085298,2241.877886085298
1,7,2012-07-27,17171.35,17651.168927475253,-479.8189274752549,479.8189274752549
1,7,2012-08-03,16916.29,18648.673627883967,-1732.3836278839663,1732.3836278839663
1,7,2012-08-10,16552.49,17663.585664149137,-1111.0956641491357,1111.0956641491357
1,7,2012-08-17,16256.91,17385.433411836926,-1128.5234118369262,1128.5234118369262
1,7,2012-08-24,15159.94,17054.062594402985,-1894.1225944029848,1894.1225944029848
1,7,2012-08-31,15802.09,15659.555673644738,142.53432635526224,142.53432635526224
1,7,2012-09-07,16941.42,16394.289498123406,547.1305018765925,547.1305018765925
1,7,2012-09-14,15525.82,16943.599975604906,-1417.7799756049062,1417.7799756049062
1,7,2012-09-21,22542.44,16130.563813261948,6411.876186738051,6411.876186738051
1,7,2012-09-28,22343.24,21630.31493424041,712.9250657595912,712.9250657595912
1,7,2012-10-05,22071.39,21679.94229540986,391.44770459014035,391.44770459014035
1,7,2012-10-12,20212.71,21868.705960461448,-1655.9959604614487,1655.9959604614487
1,7,2012-10-19,21937.45,20671.531209663648,1265.9187903363527,1265.9187903363527
1,7,2012-10-26,21449.85,22117.415763115212,-667.5657631152135,667.5657631152135
1,8,2012-06-01,41039.74,39471.10652967169,1568.6334703283064,1568.6334703283064
1,8,2012-06-08,40236.23,39163.993541186166,1072.236458813837,1072.236458813837
1,8,2012-06-15,38163.76,39443.86300981607,-1280.10300981607,1280.10300981607
1,8,2012-06-22,37693.88,38918.961912881015,-1225.081912881018,1225.081912881018
1,8,2012-06-29,37647.44,38928.47337242959,-1281.0333724295851,1281.0333724295851
1,8,2012-07-06,41524.67,38368.96764886656,3155.702351133441,3155.702351133441
1,8,2012-07-13,36130.01,39163.993541186166,-3033.983541186164,3033.983541186164
1,8,2012-07-20,37797.31,37311.735720199766,485.57427980023203,485.57427980023203
1,8,2012-07-27,36981.9,38314.5959504208,-1332.695950420799,1332.695950420799
1,8,2012-08-03,40098.84,37755.87839058917,2342.961609410828,2342.961609410828
1,8,2012-08-10,37269.92,38986.78088552788,-1716.8608855278799,1716.8608855278799
1,8,2012-08-17,36294.18,37611.045226045964,-1316.865226045964,1316.865226045964
1,8,2012-08-24,33855.28,36898.23873013751,-3042.958730137514,3042.958730137514
1,8,2012-08-31,37666.92,36591.94106111905,1074.9789388809513,1074.9789388809513
1,8,2012-09-07,38666.21,37497.03951755001,1169.1704824499902,1169.1704824499902
1,8,2012-09-14,37346.83,37151.657763601004,195.17223639899748,195.17223639899748
1,8,2012-09-21,36404.63,36723.01743658506,-318.3874365850643,318.3874365850643
1,8,2012-09-28,37254.84,37000.4748997483,254.36510025169991,254.36510025169991
1,8,2012-10-05,42663.75,37396.11678993677,5267.633210063228,5267.633210063228
1,8,2012-10-12,37248.47,39809.20680983096,-2560.73680983096,2560.73680983096
1,8,2012-10-19,38668.75,37312.607084087904,1356.1429159120962,1356.1429159120962
1,8,2012-10-26,39255.35,38352.80262628044,902.5473737195571,902.5473737195571
1,9,2012-06-01,35001.66,29443.029952687306,5558.630047312698,5558.630047312698
1,9,2012-06-08,30307.11,33788.46304291524,-3481.353042915238,3481.353042915238
1,9,2012-06-15,30249.01,29882.72502998816,366.2849700118386,366.2849700118386
1,9,2012-06-22,28249.43,30796.65369607235,-2547.2236960723494,2547.2236960723494
1,9,2012-06-29,25081.23,30208.881725708452,-5127.651725708452,5127.651725708452
1,9,2012-07-06,32851.76,26713.553268032494,6138.206731967508,6138.206731967508
1,9,2012-07-13,21464.73,31706.298492937512,-10241.568492937513,10241.568492937513
1,9,2012-07-20,22594.18,22800.05466099794,-205.87466099793892,205.87466099793892
1,9,2012-07-27,22921.21,24053.946023333378,-1132.7360233333784,1132.7360233333784
1,9,2012-08-03,23780.97,24197.92618739961,-416.9561873996099,416.9561873996099
1,9,2012-08-10,20400.88,24021.758837990004,-3620.8788379900034,3620.8788379900034
1,9,2012-08-17,23503.86,21738.94088322558,1764.9191167744211,1764.9191167744211
1,9,2012-08-24,26262.95,23314.049383679223,2948.9006163207778,2948.9006163207778
1,9,2012-08-31,41634.69,24594.950628100647,17039.739371899355,17039.739371899355
1,9,2012-09-07,42920.95,40958.58689255709,1962.3631074429068,1962.3631074429068
1,9,2012-09-14,31882.98,37996.064476809595,-6113.084476809596,6113.084476809596
1,9,2012-09-21,33889.72,31679.261658382235,2210.4583416177666,2210.4583416177666
1,9,2012-09-28,40712.85,36210.66738917833,4502.18261082167,4502.18261082167
1,9,2012-10-05,40439.53,38856.30202802465,1583.2279719753496,1583.2279719753496
1,9,2012-10-12,37126.23,38708.038943790896,-1581.808943790893,1581.808943790893
1,9,2012-10-19,36690.81,37260.58107883973,-569.7710788397308,569.7710788397308
1,9,2012-10-26,41040.84,37768.91764996623,3271.9223500337685,3271.9223500337685
1,10,2012-06-01,37294.14,34400.340400904846,2893.799599095153,2893.799599095153
1,10,2012-06-08,36155.27,35170.104341870945,985.1656581290517,985.1656581290517
1,10,2012-06-15,32578.62,35041.74627363644,-2463.1262736364406,2463.1262736364406
1,10,2012-06-22,32851.06,33773.33365782016,-922.2736578201657,922.2736578201657
1,10,2012-06-29,33135.34,34775.58574607635,-1640.2457460763544,1640.2457460763544
1,10,2012-07-06,39189.33,33968.695997528164,5220.634002471837,5220.634002471837
1,10,2012-07-13,31430.55,37135.46128976249,-5704.911289762491,5704.911289762491
1,10,2012-07-20,29187.22,32518.536108571127,-3331.3161085711254,3331.3161085711254
1,10,2012-07-27,30594.53,30520.17311782695,74.35688217304778,74.35688217304778
1,10,2012-08-03,32794.21,33145.23309119255,-351.0230911925537,351.0230911925537
1,10,2012-08-10,33834.22,31606.33747903254,2227.8825209674615,2227.8825209674615
1,10,2012-08-17,29723.55,33974.743542867225,-4251.193542867226,4251.193542867226
1,10,2012-08-24,27884.19,30759.13173336932,-2874.94173336932,2874.94173336932
1,10,2012-08-31,28490.93,30060.68457635019,-1569.7545763501912,1569.7545763501912
1,10,2012-09-07,30851.75,29456.852433863063,1394.8975661369368,1394.8975661369368
1,10,2012-09-14,31705.09,29835.207618752804,1869.8823812471965,1869.8823812471965
1,10,2012-09-21,29203.63,29800.48585750668,-596.8558575066781,596.8558575066781
1,10,2012-09-28,27205.4,29320.398064413526,-2114.998064413525,2114.998064413525
1,10,2012-10-05,27822.4,28524.68129939871,-702.28129939871,702.28129939871
1,10,2012-10-12,27803.78,28810.34755090623,-1006.5675509062312,1006.5675509062312
1,10,2012-10-19,29442.38,28511.07771693626,931.3022830637419,931.3022830637419
1,10,2012-10-26,26285.27,28976.40147531727,-2691.13147531727,2691.13147531727
1,11,2012-06-01,32406.68,27079.21100686617,5327.468993133829,5327.468993133829
1,11,2012-06-08,35861.22,30252.309712690312,5608.910287309689,5608.910287309689
1,11,2012-06-15,27802.84,34286.54565483999,-6483.705654839989,6483.705654839989
1,11,2012-06-22,26407.67,28767.518346479977,-2359.848346479979,2359.848346479979
1,11,2012-06-29,44553.45,27416.541800548715,17136.90819945128,17136.90819945128
1,11,2012-07-06,36266.25,38192.725175767926,-1926.475175767926,1926.475175767926
1,11,2012-07-13,25922.59,34979.06956262564,-9056.479562625642,9056.479562625642
1,11,2012-07-20,26026.46,26912.030743123763,-885.5707431237643,885.5707431237643
1,11,2012-07-27,33443.23,27390.271155303744,6052.958844696259,6052.958844696259
1,11,2012-08-03,27759.99,33334.54510825752,-5574.555108257515,5574.555108257515
1,11,2012-08-10,24145.93,28646.79474331972,-4500.864743319718,4500.864743319718
1,11,2012-08-17,20281.68,25374.731172553966,-5093.051172553965,5093.051172553965
1,11,2012-08-24,20462.68,21894.336605191365,-1431.656605191365,1431.656605191365
1,11,2012-08-31,21103.42,21894.336605191365,-790.9166051913671,790.9166051913671
1,11,2012-09-07,23338.99,21906.775021504975,1432.214978495027,1432.214978495027
1,11,2012-09-14,17027.47,23248.90040286493,-6221.430402864928,6221.430402864928
1,11,2012-09-21,18161.43,18370.35951684628,-208.92951684628133,208.92951684628133
1,11,2012-09-28,17242.78,18966.32312160332,-1723.5431216033212,1723.5431216033212
1,11,2012-10-05,22374.18,18428.813616434632,3945.366383565368,3945.366383565368
1,11,2012-10-12,21857.09,21630.31493424041,226.77506575958978,226.77506575958978
1,11,2012-10-19,18259.82,20989.60752744707,-2729.7875274470716,2729.7875274470716
1,11,2012-10-26,22399.83,19066.83082908966,3332.9991709103415,3332.9991709103415
1,12,2012-06-01,11542.81,12384.715399270934,-841.9053992709341,841.9053992709341
1,12,2012-06-08,10742.68,11738.948528007099,-996.2685280070982,996.2685280070982
1,12,2012-06-15,11177.52,11282.996759941023,-105.47675994102246,105.47675994102246
1,12,2012-06-22,9606.33,11597.362126466616,-1991.0321264666163,1991.0321264666163
1,12,2012-06-29,11816.35,10145.802181213849,1670.5478187861518,1670.5478187861518
1,12,2012-07-06,13887.61,11473.784336030703,2413.8256639692972,2413.8256639692972
1,12,2012-07-13,9318.1,13533.43912784707,-4215.33912784707,4215.33912784707
1,12,2012-07-20,12565.06,9816.344474551188,2748.7155254488116,2748.7155254488116
1,12,2012-07-27,11109.25,12295.195165524385,-1185.9451655243847,1185.9451655243847
1,12,2012-08-03,11298.13,11518.94438819213,-220.81438819213145,220.81438819213145
1,12,2012-08-10,10605.66,11501.258847687643,-895.5988476876428,895.5988476876428
1,12,2012-08-17,11447.03,11015.784473192225,431.2455268077756,431.2455268077756
1,12,2012-08-24,10723.59,11653.275589891618,-929.6855898916183,929.6855898916183
1,12,2012-08-31,10591.46,11316.116070131191,-724.6560701311919,724.6560701311919
1,12,2012-09-07,12566.45,11011.243805405127,1555.2061945948735,1555.2061945948735
1,12,2012-09-14,10484.08,12295.195165524385,-1811.1151655243848,1811.1151655243848
1,12,2012-09-21,9448.14,10918.443400788632,-1470.3034007886326,1470.3034007886326
1,12,2012-09-28,11013.77,10014.882881296002,998.8871187039986,998.8871187039986
1,12,2012-10-05,10037.09,11031.309894567657,-994.2198945676573,994.2198945676573
1,12,2012-10-12,8983.82,10479.455503453046,-1495.635503453046,1495.635503453046
1,12,2012-10-19,10830.48,9486.379423842145,1344.1005761578544,1344.1005761578544
1,12,2012-10-26,8658.41,10762.920655426076,-2104.5106554260765,2104.5106554260765
1,13,2012-06-01,41462.8,39528.319075490916,1934.4809245090873,1934.4809245090873
1,13,2012-06-08,42304.47,39475.79240119677,2828.6775988032314,2828.6775988032314
1,13,2012-06-15,39024.74,41000.493200045545,-1975.7532000455467,1975.7532000455467
1,13,2012-06-22,38945.0,39866.96832106108,-921.968321061082,921.968321061082
1,13,2012-06-29,40099.49,40535.16736436552,-435.67736436552514,435.67736436552514
1,13,2012-07-06,43326.92,40681.865546622976,2645.0544533770226,2645.0544533770226
1,13,2012-07-13,39276.05,41401.22470666177,-2125.174706661768,2125.174706661768
1,13,2012-07-20,39396.59,40236.616666231705,-840.0266662317081,840.0266662317081
1,13,2012-07-27,37423.21,40684.03224674295,-3260.8222467429514,3260.8222467429514
1,13,2012-08-03,44708.45,39877.34444689012,4831.1055531098755,4831.1055531098755
1,13,2012-08-10,42241.23,42885.229180479284,-643.9991804792808,643.9991804792808
1,13,2012-08-17,41658.4,41547.044652476114,111.35534752388776,111.35534752388776
1,13,2012-08-24,39231.62,41159.307893358295,-1927.687893358292,1927.687893358292
1,13,2012-08-31,40940.78,41233.44941229037,-292.66941229037184,292.66941229037184
1,13,2012-09-07,44373.19,41824.24846972643,2548.9415302735724,2548.9415302735724
1,13,2012-09-14,38759.47,43050.94047855622,-4291.470478556221,4291.470478556221
1,13,2012-09-21,39746.87,40535.12416503307,-788.2541650330677,788.2541650330677
1,13,2012-09-28,39793.41,41222.95677460544,-1429.5467746054346,1429.5467746054346
1,13,2012-10-05,43746.89,41177.65704839374,2569.23295160626,2569.23295160626
1,13,2012-10-12,38015.36,41796.99839898172,-3781.6383989817186,3781.6383989817186
1,13,2012-10-19,38341.15,40316.47284866182,-1975.3228486618173,1975.3228486618173
1,13,2012-10-26,38512.48,40185.93451662811,-1673.4545166281096,1673.4545166281096
1,14,2012-06-01,14903.87,14865.241770422319,38.62822957768185,38.62822957768185
1,14,2012-06-08,12858.85,15162.77633300851,-2303.9263330085105,2303.9263330085105
1,14,2012-06-15,14117.36,13466.599066473502,650.7609335264988,650.7609335264988
1,14,2012-06-22,13158.38,14521.48020746121,-1363.1002074612115,1363.1002074612115
1,14,2012-06-29,16958.84,13903.715342969213,3055.1246570307867,3055.1246570307867
1,14,2012-07-06,19019.04,16798.361775090678,2220.678224909323,2220.678224909323
1,14,2012-07-13,14332.72,18794.64020983586,-4461.92020983586,4461.92020983586
1,14,2012-07-20,12083.33,14878.980147714401,-2795.650147714401,2795.650147714401
1,14,2012-07-27,12706.52,12840.551148535236,-134.03114853523584,134.03114853523584
1,14,2012-08-03,13423.3,13432.73322239608,-9.433222396080964,9.433222396080964
1,14,2012-08-10,12434.69,13957.19189310199,-1522.5018931019895,1522.5018931019895
1,14,2012-08-17,12419.06,13192.285517227787,-773.2255172277873,773.2255172277873
1,14,2012-08-24,11041.63,13190.181482571383,-2148.5514825713835,2148.5514825713835
1,14,2012-08-31,12912.96,11831.942022721241,1081.0179772787578,1081.0179772787578
1,14,2012-09-07,13711.08,12926.468029878477,784.611970121523,784.611970121523
1,14,2012-09-14,11596.1,13219.82090245577,-1623.7209024557687,1623.7209024557687
1,14,2012-09-21,12193.8,12055.389549564747,138.41045043525264,138.41045043525264
1,14,2012-09-28,12037.66,12648.73104789859,-611.0710478985893,611.0710478985893
1,14,2012-10-05,14381.21,12346.623282553252,2034.5867174467476,2034.5867174467476
1,14,2012-10-12,11450.64,14457.084864301114,-3006.4448643011146,3006.4448643011146
1,14,2012-10-19,12035.51,11995.9349016796,39.575098320399775,39.575098320399775
1,14,2012-10-26,11150.0,12445.518280532677,-1295.5182805326767,1295.5182805326767
1,16,2012-06-01,45508.72,42849.24191718587,2659.47808281413,2659.47808281413
1,16,2012-06-08,34785.29,44780.95917510721,-9995.669175107207,9995.669175107207
1,16,2012-06-15,32898.46,37197.608050132425,-4299.148050132426,4299.148050132426
1,16,2012-06-22,36362.45,36081.333287599125,281.1167124008716,281.1167124008716
1,16,2012-06-29,37677.82,37176.541418684974,501.2785813150258,501.2785813150258
1,16,2012-07-06,42679.2,36598.76014366749,6080.4398563325085,6080.4398563325085
1,16,2012-07-13,22880.3,39496.61192913293,-16616.31192913293,16616.31192913293
1,16,2012-07-20,24017.03,23559.525800593947,457.50419940605207,457.50419940605207
1,16,2012-07-27,23838.33,25456.893154929785,-1618.5631549297832,1618.5631549297832
1,16,2012-08-03,25418.49,25456.893154929785,-38.40315492978334,38.40315492978334
1,16,2012-08-10,21677.85,26133.90742295333,-4456.05742295333,4456.05742295333
1,16,2012-08-17,20035.26,22899.68295133192,-2864.4229513319224,2864.4229513319224
1,16,2012-08-24,18393.12,21738.94088322558,-3345.8208832255805,3345.8208832255805
1,16,2012-08-31,16797.62,19239.391631041446,-2441.771631041447,2441.771631041447
1,16,2012-09-07,20473.94,18066.767718660874,2407.1722813391243,2407.1722813391243
1,16,2012-09-14,14646.37,20300.34795258007,-5653.977952580068,5653.977952580068
1,16,2012-09-21,13415.51,15478.65499975028,-2063.1449997502805,2063.1449997502805
1,16,2012-09-28,14734.64,13957.19189310199,777.4481068980094,777.4481068980094
1,16,2012-10-05,11320.41,15478.65499975028,-4158.244999750281,4158.244999750281
1,16,2012-10-12,10525.66,11942.893079793354,-1417.2330797933537,1417.2330797933537
1,16,2012-10-19,9518.43,11131.520998147964,-1613.0909981479635,1613.0909981479635
1,16,2012-10-26,9934.63,10014.882881296002,-80.25288129600267,80.25288129600267
1,17,2012-06-01,7197.38,7859.983571787012,-662.6035717870118,662.6035717870118
1,17,2012-06-08,8589.19,7610.664353450321,978.5256465496795,978.5256465496795
1,17,2012-06-15,6676.87,8523.389596509101,-1846.5195965091016,1846.5195965091016
1,17,2012-06-22,7468.47,7312.357967172068,156.11203282793213,156.11203282793213
1,17,2012-06-29,8240.63,7715.9182251730945,524.7117748269047,524.7117748269047
1,17,2012-07-06,8053.74,8097.412243612722,-43.67224361272201,43.67224361272201
1,17,2012-07-13,7386.64,8044.48753769681,-657.8475376968099,657.8475376968099
